Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Female,Gender_Male,School_Type_Private,School_Type_Public,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive
31,80,3,3,6,57,1,1,2,3,3,1,1,72,True,False,True,False,False,True,False,True,True,False,False,False,True
26,61,1,2,5,51,3,0,1,2,5,1,2,62,True,False,True,False,False,True,False,True,True,False,False,True,False
28,65,2,2,4,64,2,6,2,3,3,3,1,70,False,True,False,True,False,True,False,True,True,False,False,True,False
24,95,3,1,8,59,2,2,1,3,1,2,2,70,False,True,False,True,False,True,False,True,True,False,True,False,False
13,90,2,2,5,63,2,0,1,2,4,1,2,64,True,False,False,True,True,False,False,True,True,False,False,True,False
17,77,2,2,6,54,1,3,1,2,4,1,2,64,False,True,False,True,False,True,False,True,True,False,False,True,False
23,81,2,1,7,67,2,0,2,3,5,1,2,67,True,False,True,False,False,True,False,True,True,False,False,False,True
13,75,2,3,7,76,3,1,2,3,1,1,2,64,False,True,False,True,False,True,False,True,True,False,True,False,False
24,90,2,2,6,97,1,1,3,3,4,1,1,72,False,True,False,True,False,True,False,True,True,False,False,False,True
19,91,2,1,9,67,2,0,2,2,3,2,1,66,True,False,True,False,True,False,False,True,True,False,True,False,False
18,91,2,2,5,52,2,2,2,2,4,1,2,66,True,False,False,True,True,False,False,True,True,False,True,False,False
24,89,2,3,5,68,2,0,1,3,2,3,1,71,True,False,False,True,False,True,False,True,True,False,False,False,True
23,68,1,1,8,91,2,5,1,2,5,3,1,66,True,False,False,True,True,False,False,True,True,False,True,False,False
18,74,2,1,6,67,3,2,1,3,2,1,1,64,False,True,False,True,False,True,False,True,True,False,False,True,False
27,79,2,1,6,65,1,0,2,2,2,2,1,66,False,True,True,False,True,False,False,True,True,False,True,False,False
14,73,2,1,5,96,1,1,1,2,3,1,2,62,True,False,False,True,False,True,False,True,True,False,True,False,False
24,90,2,2,8,65,2,4,1,2,4,1,2,70,False,True,False,True,True,False,False,True,True,False,False,True,False
24,73,2,2,7,99,2,3,2,3,3,1,1,69,True,False,True,False,False,True,False,True,True,False,False,True,False
18,66,3,2,7,92,2,2,1,2,4,1,2,65,False,True,True,False,True,False,False,True,True,False,False,True,False
22,76,3,2,6,84,3,2,2,3,3,1,1,70,False,True,False,True,False,True,False,True,True,False,False,True,False
12,99,3,3,6,80,2,0,3,2,3,1,2,70,False,True,False,True,False,True,True,False,True,False,False,False,True
26,69,2,2,7,61,2,1,3,3,2,2,1,67,False,True,False,True,False,True,False,True,True,False,False,False,True
19,84,2,3,8,87,1,2,1,3,3,1,2,69,True,False,False,True,False,True,False,True,True,False,False,False,True
17,77,1,2,9,67,1,0,1,3,5,1,1,62,True,False,False,True,True,False,False,True,False,True,False,True,False
26,63,2,3,9,74,2,1,1,2,4,1,1,67,True,False,True,False,False,True,False,True,True,False,False,False,True
16,80,3,2,8,55,3,0,1,2,6,2,2,65,False,True,False,True,True,False,True,False,True,False,False,False,True
12,88,2,2,8,65,2,0,1,2,4,1,1,65,False,True,False,True,True,False,False,True,True,False,False,False,True
11,81,2,3,5,76,2,1,1,2,3,3,3,65,False,True,False,True,False,True,False,True,True,False,False,True,False
24,95,2,1,6,73,2,3,1,2,2,1,2,69,False,True,False,True,False,True,True,False,True,False,False,False,True
12,72,2,2,8,67,1,4,2,2,4,1,1,63,False,True,False,True,True,False,False,True,True,False,False,True,False
31,63,1,3,7,74,1,3,2,2,2,2,2,66,False,True,False,True,False,True,False,True,True,False,True,False,False
8,97,2,3,8,87,2,0,2,2,2,1,1,67,False,True,False,True,False,True,False,True,False,True,False,False,True
30,75,2,2,8,73,3,1,2,2,3,2,1,69,False,True,False,True,True,False,False,True,True,False,True,False,False
21,83,2,2,8,75,3,1,1,3,2,1,3,67,False,True,False,True,False,True,False,True,True,False,False,True,False
19,92,2,2,5,85,2,1,2,3,4,1,1,70,False,True,True,False,False,True,False,True,True,False,False,True,False
17,73,3,3,7,92,2,2,3,2,2,1,2,67,False,True,True,False,False,True,False,True,True,False,True,False,False
22,89,3,2,6,76,2,2,1,2,4,1,1,70,False,True,False,True,True,False,False,True,True,False,False,True,False
20,65,3,3,6,97,2,0,1,1,3,1,2,65,True,False,True,False,False,True,False,True,True,False,True,False,False
27,72,2,1,4,68,2,0,2,3,3,2,1,63,False,True,False,True,True,False,True,False,False,True,True,False,False
21,66,2,2,7,63,2,0,3,2,3,1,1,64,True,False,False,True,False,True,False,True,True,False,False,True,False
21,92,3,2,4,85,1,1,3,2,3,1,3,69,False,True,False,True,False,True,False,True,True,False,True,False,False
18,69,1,2,8,59,1,1,1,2,4,1,1,60,True,False,False,True,True,False,True,False,True,False,False,False,True
20,89,1,2,9,95,2,3,1,2,3,1,2,69,False,True,False,True,False,True,False,True,True,False,False,False,True
22,98,2,1,8,69,2,4,3,2,2,1,1,72,True,False,True,False,False,True,False,True,True,False,False,False,True
10,81,2,1,7,85,1,1,1,2,2,2,1,63,False,True,False,True,False,True,False,True,True,False,False,True,False
12,82,1,2,9,79,3,0,1,2,2,2,2,63,True,False,True,False,True,False,False,True,True,False,False,False,True
24,78,3,1,7,53,3,0,2,2,4,1,1,66,False,True,False,True,False,True,False,True,False,True,False,True,False
21,73,2,2,6,85,2,6,2,3,5,2,1,70,False,True,False,True,True,False,False,True,True,False,False,True,False
19,79,2,3,7,90,2,1,3,2,4,2,3,68,True,False,False,True,False,True,False,True,True,False,True,False,False
20,84,2,2,10,99,1,2,2,2,3,1,2,69,False,True,True,False,False,True,False,True,True,False,False,False,True
22,99,2,2,5,71,3,0,2,3,4,2,1,72,True,False,False,True,False,True,False,True,True,False,False,True,False
17,98,1,3,5,75,1,1,1,1,3,2,1,67,False,True,True,False,True,False,False,True,False,True,False,False,True
15,94,1,2,8,94,1,1,3,2,4,1,2,68,False,True,False,True,True,False,False,True,True,False,False,False,True
21,96,2,3,7,63,2,1,2,2,2,3,3,70,True,False,True,False,True,False,False,True,True,False,True,False,False
14,79,3,2,6,59,2,5,2,3,3,3,3,68,False,True,False,True,False,True,False,True,True,False,False,False,True
22,86,2,2,5,57,3,2,2,2,3,2,2,69,False,True,False,True,False,True,False,True,True,False,False,False,True
10,96,2,2,4,99,2,1,2,2,5,2,1,68,True,False,True,False,True,False,False,True,True,False,True,False,False
26,76,2,2,5,64,1,0,2,2,5,2,3,66,True,False,False,True,True,False,False,True,True,False,False,False,True
23,98,2,2,9,88,3,1,1,2,4,3,2,72,True,False,False,True,True,False,False,True,True,False,True,False,False
22,77,2,2,7,72,2,2,2,3,3,1,1,67,False,True,False,True,False,True,False,True,True,False,False,True,False
26,84,1,3,4,62,2,3,3,3,2,1,1,70,False,True,False,True,True,False,True,False,True,False,False,False,True
30,88,3,2,9,96,2,1,2,3,3,1,1,73,False,True,True,False,False,True,False,True,False,True,False,True,False
26,98,2,1,9,73,3,1,3,1,6,3,2,73,False,True,False,True,False,True,False,True,True,False,False,True,False
9,70,2,2,9,78,1,1,2,1,2,1,1,60,True,False,False,True,True,False,False,True,True,False,False,True,False
12,90,2,3,6,61,1,2,2,3,3,2,1,67,False,True,False,True,True,False,False,True,True,False,False,True,False
16,81,3,2,7,66,2,3,3,3,4,1,1,69,False,True,True,False,False,True,False,True,True,False,False,False,True
20,71,2,1,7,87,3,1,2,2,5,1,1,65,False,True,False,True,True,False,False,True,True,False,True,False,False
23,91,1,3,9,67,1,2,1,2,4,1,1,70,True,False,False,True,False,True,False,True,True,False,False,True,False
16,82,3,3,6,75,1,3,2,2,3,2,2,68,True,False,False,True,False,True,False,True,True,False,False,True,False
21,86,2,1,6,56,2,1,1,3,2,2,1,66,True,False,True,False,True,False,False,True,True,False,True,False,False
15,73,1,3,8,93,2,1,1,3,4,2,3,65,False,True,False,True,False,True,False,True,True,False,False,False,True
16,79,1,2,9,87,2,1,1,2,2,2,2,64,True,False,False,True,False,True,False,True,True,False,False,True,False
12,85,3,3,7,88,3,1,1,2,0,2,3,67,True,False,False,True,False,True,False,True,True,False,False,True,False
14,76,3,2,8,59,1,3,2,2,5,1,2,65,False,True,True,False,False,True,False,True,True,False,False,True,False
12,68,3,3,7,75,2,1,2,1,4,1,1,64,False,True,True,False,False,True,False,True,True,False,False,False,True
14,98,3,3,7,51,2,0,2,1,1,1,1,67,False,True,False,True,True,False,False,True,False,True,False,False,True
26,80,2,1,6,66,2,2,3,2,4,3,1,70,False,True,False,True,False,True,False,True,True,False,False,True,False
14,89,2,1,5,67,1,3,1,1,3,1,3,63,True,False,True,False,False,True,True,False,True,False,False,True,False
36,76,2,2,6,96,2,1,1,2,2,2,1,71,False,True,True,False,True,False,False,True,True,False,False,True,False
23,74,3,1,6,100,1,2,3,1,3,1,1,68,False,True,True,False,True,False,False,True,True,False,False,False,True
21,76,2,2,7,81,2,0,2,3,2,2,2,67,True,False,True,False,True,False,False,True,True,False,False,False,True
15,76,3,3,9,76,2,1,2,3,2,3,3,67,True,False,False,True,False,True,False,True,True,False,False,True,False
24,82,1,2,7,72,2,0,2,3,2,3,2,68,True,False,False,True,False,True,False,True,True,False,False,False,True
17,82,3,2,6,51,2,1,1,2,3,3,2,66,False,True,False,True,True,False,False,True,True,False,False,False,True
21,80,2,2,8,90,2,0,2,2,4,2,1,68,False,True,False,True,False,True,False,True,True,False,True,False,False
35,65,3,2,7,84,3,0,2,2,2,1,2,70,False,True,False,True,False,True,False,True,True,False,False,False,True
19,80,1,1,8,82,2,5,1,1,3,2,1,67,False,True,False,True,True,False,False,True,True,False,False,False,True
27,67,1,2,6,90,2,2,3,3,3,1,2,67,False,True,True,False,False,True,False,True,True,False,False,True,False
16,65,1,3,9,96,1,2,1,2,2,1,1,62,False,True,False,True,True,False,False,True,True,False,True,False,False
20,97,2,3,9,69,1,0,1,1,3,1,1,67,False,True,False,True,True,False,False,True,False,True,True,False,False
31,84,2,3,7,71,1,4,1,2,4,1,3,70,False,True,False,True,True,False,False,True,True,False,True,False,False
16,86,3,3,8,99,2,4,1,3,4,2,1,72,False,True,True,False,True,False,False,True,True,False,False,True,False
31,76,2,2,9,83,2,2,3,2,3,1,2,70,True,False,True,False,False,True,False,True,True,False,True,False,False
17,86,2,2,7,61,2,2,3,2,3,1,2,66,False,True,False,True,True,False,True,False,True,False,False,False,True
24,91,1,1,7,66,3,2,1,3,3,1,1,69,False,True,False,True,False,True,False,True,True,False,False,True,False
26,75,3,2,5,70,1,0,3,1,2,3,1,68,False,True,True,False,True,False,False,True,True,False,False,True,False
24,98,3,1,8,66,3,2,1,2,1,1,2,71,False,True,False,True,True,False,False,True,True,False,False,False,True
11,93,3,2,9,94,2,4,1,3,4,1,2,69,False,True,False,True,True,False,False,True,True,False,False,True,False
16,94,2,2,7,76,1,2,2,2,3,1,1,67,True,False,False,True,True,False,False,True,False,True,False,True,False
19,67,1,2,8,98,2,2,1,2,2,3,1,64,True,False,True,False,False,True,False,True,True,False,True,False,False
20,71,2,2,9,66,2,1,2,1,5,2,1,63,True,False,True,False,False,True,False,True,False,True,True,False,False
24,71,2,3,6,52,2,2,2,2,3,2,3,66,True,False,True,False,False,True,False,True,True,False,False,True,False
21,71,3,2,8,57,1,2,3,2,1,3,1,66,True,False,False,True,False,True,True,False,True,False,False,False,True
12,94,1,3,6,61,2,3,3,3,4,2,1,69,False,True,False,True,False,True,False,True,True,False,False,True,False
22,61,1,1,6,82,1,4,2,2,4,1,2,64,True,False,False,True,False,True,False,True,True,False,False,False,True
24,63,3,2,8,59,1,1,1,2,3,1,1,62,False,True,False,True,True,False,False,True,False,True,False,True,False
23,71,2,2,7,69,3,3,1,2,5,1,3,66,True,False,False,True,False,True,False,True,False,True,False,False,True
26,68,2,3,8,90,2,4,1,3,3,1,1,70,False,True,True,False,False,True,False,True,True,False,False,True,False
25,69,3,2,7,56,2,2,1,2,4,1,1,67,False,True,True,False,False,True,False,True,True,False,False,True,False
23,92,1,2,8,54,2,0,3,1,1,3,1,68,True,False,False,True,True,False,False,True,True,False,False,False,True
20,83,3,1,9,77,3,0,1,2,3,1,1,67,False,True,False,True,True,False,False,True,False,True,False,False,True
10,60,2,2,9,85,2,0,2,3,4,3,1,62,False,True,False,True,True,False,False,True,True,False,False,False,True
23,77,1,2,8,96,2,1,3,2,1,2,1,67,False,True,True,False,False,True,False,True,False,True,False,True,False
21,76,2,3,8,83,2,0,1,2,5,1,1,68,False,True,False,True,False,True,False,True,True,False,False,False,True
22,65,1,2,7,97,1,2,2,3,4,1,2,64,True,False,True,False,True,False,False,True,True,False,False,True,False
12,87,2,1,7,62,2,2,2,2,4,1,1,64,True,False,False,True,False,True,True,False,True,False,False,True,False
14,88,2,2,8,67,2,2,3,1,3,3,3,66,False,True,False,True,True,False,False,True,True,False,False,True,False
26,89,2,1,7,92,2,2,1,3,2,3,2,72,False,True,False,True,False,True,False,True,True,False,False,False,True
20,89,2,3,8,91,2,2,2,2,3,1,1,72,True,False,False,True,False,True,False,True,True,False,False,False,True
24,60,2,3,9,83,3,2,2,1,3,1,1,66,False,True,False,True,False,True,False,True,False,True,False,False,True
20,98,1,2,7,75,3,4,2,2,1,2,1,72,False,True,True,False,True,False,False,True,True,False,False,False,True
20,93,3,2,4,51,1,1,2,2,3,1,1,69,False,True,False,True,False,True,False,True,True,False,False,False,True
26,96,3,3,10,64,1,2,2,2,3,1,1,72,True,False,True,False,False,True,False,True,False,True,False,True,False
17,61,1,1,6,58,2,1,2,3,4,1,1,60,False,True,False,True,False,True,False,True,True,False,False,True,False
21,97,2,2,7,53,2,0,3,2,2,1,2,69,False,True,False,True,False,True,False,True,True,False,False,True,False
17,92,2,3,8,89,2,0,1,1,3,1,1,68,False,True,False,True,True,False,False,True,False,True,False,False,True
17,93,1,2,9,57,3,3,1,3,2,2,1,69,False,True,True,False,False,True,False,True,True,False,False,True,False
18,64,2,1,10,68,1,1,1,2,5,1,1,62,False,True,False,True,False,True,False,True,True,False,False,False,True
21,90,2,2,6,99,1,2,1,3,2,1,2,71,False,True,False,True,False,True,False,True,True,False,False,False,True
17,98,2,3,9,70,1,1,3,2,2,1,1,70,False,True,True,False,False,True,False,True,True,False,True,False,False
28,87,1,1,7,57,2,2,2,3,4,1,2,68,False,True,True,False,False,True,False,True,True,False,True,False,False
15,83,3,2,10,84,2,1,3,3,2,2,1,68,False,True,False,True,False,True,False,True,True,False,True,False,False
19,98,2,3,9,90,1,1,3,2,2,2,3,70,True,False,True,False,True,False,True,False,True,False,False,False,True
17,78,2,3,7,64,2,0,1,2,3,1,1,65,True,False,True,False,True,False,False,True,True,False,False,True,False
29,84,3,2,6,90,2,0,2,3,3,3,3,73,False,True,False,True,False,True,False,True,True,False,False,False,True
21,79,3,2,4,64,1,0,1,3,4,2,2,66,False,True,False,True,True,False,False,True,True,False,True,False,False
26,97,2,2,8,85,1,2,3,1,3,1,1,71,False,True,False,True,True,False,True,False,True,False,False,True,False
11,63,3,2,9,56,3,2,2,2,3,1,1,62,True,False,False,True,False,True,False,True,True,False,False,True,False
22,80,2,2,8,71,3,2,1,2,3,1,1,68,True,False,True,False,False,True,False,True,True,False,False,False,True
25,87,2,3,4,76,1,1,1,3,4,2,3,70,False,True,False,True,True,False,False,True,True,False,False,False,True
20,92,2,1,5,86,1,0,2,2,2,3,2,68,True,False,False,True,True,False,False,True,True,False,False,True,False
26,83,3,1,8,83,2,2,1,3,2,2,1,71,True,False,False,True,False,True,False,True,True,False,False,True,False
17,96,2,2,10,93,2,2,2,1,4,1,1,70,True,False,False,True,False,True,False,True,True,False,True,False,False
28,98,2,2,7,59,2,1,1,2,3,1,1,72,False,True,False,True,False,True,False,True,True,False,False,False,True
34,63,2,3,9,83,2,2,2,3,2,2,2,69,False,True,False,True,False,True,False,True,True,False,True,False,False
18,76,2,3,5,56,2,1,1,1,2,2,2,63,False,True,False,True,True,False,False,True,True,False,True,False,False
17,61,2,2,7,74,3,0,2,2,2,3,1,62,True,False,False,True,True,False,False,True,True,False,False,True,False
29,73,2,2,7,76,2,2,1,3,3,1,1,68,True,False,True,False,True,False,False,True,True,False,False,True,False
29,81,1,2,9,51,1,2,2,2,5,3,1,70,False,True,False,True,False,True,False,True,True,False,False,False,True
17,96,2,2,6,54,2,1,2,2,4,1,1,69,False,True,True,False,False,True,False,True,True,False,False,False,True
17,94,2,2,10,92,1,2,1,2,2,1,1,68,False,True,True,False,True,False,False,True,True,False,True,False,False
18,65,3,2,7,64,2,2,3,2,1,1,1,65,False,True,False,True,False,True,False,True,True,False,False,False,True
12,64,2,1,5,67,2,3,1,2,2,1,1,59,False,True,True,False,True,False,False,True,False,True,False,False,True
14,84,2,2,5,82,2,3,1,2,3,2,3,66,False,True,False,True,True,False,False,True,True,False,False,False,True
14,81,3,2,6,61,1,0,1,2,4,1,2,64,False,True,False,True,True,False,False,True,True,False,False,False,True
15,71,1,2,8,60,3,5,1,3,4,1,3,63,True,False,False,True,True,False,True,False,True,False,False,False,True
20,96,2,2,6,71,2,5,1,3,3,2,1,72,False,True,False,True,True,False,False,True,True,False,False,True,False
21,97,2,3,6,53,1,0,1,2,3,1,2,67,False,True,False,True,False,True,False,True,False,True,True,False,False
14,96,2,3,4,97,1,2,2,2,3,1,1,70,True,False,False,True,False,True,False,True,True,False,True,False,False
26,75,1,2,6,72,2,0,1,3,3,1,1,66,False,True,False,True,True,False,False,True,True,False,False,True,False
19,89,1,2,5,60,1,4,2,2,2,3,2,69,True,False,False,True,False,True,False,True,True,False,False,False,True
20,79,2,1,6,74,1,2,1,2,2,1,3,64,False,True,False,True,False,True,False,True,True,False,False,False,True
24,65,2,2,7,55,1,1,1,3,3,1,1,63,True,False,True,False,True,False,False,True,False,True,False,False,True
13,97,3,3,7,70,2,1,1,3,4,3,1,71,True,False,False,True,True,False,False,True,True,False,False,True,False
22,78,3,2,7,54,2,1,2,2,3,1,2,65,False,True,False,True,True,False,False,True,False,True,True,False,False
21,89,1,2,9,85,1,1,2,2,5,2,3,68,True,False,False,True,False,True,False,True,True,False,True,False,False
23,75,2,2,7,64,3,1,1,2,3,1,2,64,False,True,False,True,True,False,False,True,False,True,True,False,False
22,61,1,1,10,76,3,1,3,3,2,2,1,64,False,True,False,True,False,True,False,True,True,False,False,False,True
35,64,2,2,8,51,2,2,2,2,5,1,1,66,False,True,False,True,False,True,False,True,False,True,True,False,False
16,80,3,2,6,76,2,1,2,3,4,2,1,68,False,True,False,True,True,False,False,True,True,False,False,False,True
17,88,2,2,10,50,2,3,1,3,5,2,2,67,True,False,False,True,True,False,False,True,True,False,False,True,False
16,73,1,3,7,96,2,1,2,2,3,1,2,66,True,False,True,False,False,True,False,True,True,False,False,False,True
17,88,2,2,10,75,2,2,2,2,3,1,1,68,False,True,False,True,False,True,False,True,True,False,False,True,False
16,88,1,2,7,55,2,3,1,1,3,3,1,66,False,True,False,True,True,False,False,True,True,False,False,True,False
27,88,2,2,7,67,2,3,3,2,4,2,3,71,False,True,False,True,True,False,False,True,True,False,False,True,False
29,80,2,3,8,52,2,4,1,2,4,1,2,71,True,False,False,True,False,True,False,True,True,False,False,False,True
17,97,2,3,7,77,2,0,1,2,4,2,3,68,False,True,True,False,True,False,False,True,True,False,True,False,False
15,80,3,1,9,56,3,3,2,2,3,1,1,64,True,False,False,True,True,False,False,True,False,True,False,True,False
23,78,2,2,10,74,1,3,2,2,4,1,2,67,False,True,False,True,False,True,False,True,True,False,True,False,False
17,68,3,2,4,65,3,0,2,2,2,1,2,64,False,True,True,False,False,True,False,True,True,False,False,False,True
24,72,3,1,8,88,3,3,1,2,2,1,1,68,True,False,False,True,False,True,False,True,True,False,False,False,True
21,62,2,1,6,74,3,0,1,3,3,3,3,62,False,True,True,False,True,False,False,True,False,True,False,False,True
11,85,2,1,4,92,1,0,2,3,1,2,1,64,False,True,False,True,False,True,False,True,True,False,False,True,False
29,70,1,3,8,97,1,3,1,3,3,3,2,70,False,True,False,True,True,False,False,True,True,False,False,False,True
31,72,2,2,8,98,3,0,1,2,4,2,3,68,False,True,False,True,True,False,False,True,True,False,False,True,False
16,91,2,2,8,63,3,2,2,3,3,2,1,69,True,False,False,True,True,False,False,True,True,False,False,True,False
18,73,1,2,8,88,1,3,1,2,4,2,2,65,False,True,False,True,False,True,False,True,True,False,False,False,True
22,70,2,3,8,72,2,2,3,2,3,1,1,67,False,True,False,True,False,True,False,True,True,False,False,True,False
22,67,3,2,6,71,1,2,2,2,2,2,2,65,False,True,False,True,True,False,False,True,True,False,False,False,True
24,91,3,2,7,93,1,0,2,2,2,1,2,71,False,True,False,True,True,False,False,True,True,False,False,False,True
32,65,2,1,8,57,1,2,1,2,3,1,2,65,True,False,False,True,False,True,False,True,True,False,False,False,True
19,78,2,2,9,74,1,2,1,2,5,1,2,66,True,False,False,True,False,True,False,True,True,False,False,False,True
15,80,3,2,7,80,2,0,1,1,5,1,1,65,True,False,False,True,True,False,False,True,True,False,False,True,False
12,87,2,2,7,53,1,2,2,2,1,2,1,65,False,True,True,False,False,True,False,True,True,False,False,True,False
16,85,1,2,7,93,3,1,2,3,3,1,1,68,False,True,False,True,True,False,False,True,True,False,False,False,True
20,92,2,2,5,66,2,2,2,2,2,2,2,68,False,True,False,True,False,True,False,True,False,True,True,False,False
31,62,3,2,8,83,2,0,2,3,2,2,1,67,True,False,True,False,True,False,False,True,False,True,False,True,False
17,72,1,2,5,96,3,3,3,2,3,1,2,65,False,True,False,True,False,True,False,True,True,False,True,False,False
21,71,2,1,8,86,2,2,2,3,2,2,1,66,False,True,False,True,True,False,False,True,True,False,False,True,False
20,66,2,2,7,94,1,0,2,1,4,1,2,63,True,False,False,True,False,True,False,True,True,False,False,True,False
27,72,3,3,5,53,2,1,3,2,5,3,1,70,False,True,True,False,False,True,False,True,True,False,False,True,False
35,72,3,3,5,75,2,1,1,2,5,2,2,72,False,True,False,True,False,True,False,True,True,False,False,False,True
17,81,2,3,6,78,2,2,1,2,2,1,2,67,False,True,True,False,True,False,False,True,True,False,False,False,True
17,87,3,1,6,84,2,0,2,2,3,2,3,67,False,True,False,True,False,True,False,True,True,False,False,False,True
26,75,1,2,9,56,2,1,1,2,5,1,2,66,False,True,False,True,False,True,False,True,True,False,False,False,True
24,89,1,2,7,83,2,1,1,1,3,1,2,66,False,True,False,True,True,False,True,False,True,False,False,True,False
31,73,3,2,8,57,2,2,1,3,4,1,3,69,False,True,False,True,False,True,False,True,True,False,False,True,False
24,72,2,1,9,53,2,0,1,3,4,1,2,62,False,True,True,False,False,True,False,True,False,True,False,True,False
18,82,1,2,9,73,1,2,1,2,4,2,1,66,True,False,False,True,True,False,False,True,True,False,False,False,True
24,61,2,2,7,80,3,0,1,2,3,3,2,64,False,True,False,True,True,False,False,True,True,False,False,False,True
27,63,3,2,6,98,2,1,1,3,2,1,2,67,True,False,False,True,False,True,False,True,True,False,False,False,True
25,77,3,3,8,85,2,2,2,2,1,2,1,71,False,True,False,True,True,False,False,True,True,False,False,False,True
23,98,3,2,6,80,2,1,2,2,2,1,2,73,False,True,False,True,False,True,False,True,True,False,False,False,True
26,89,2,1,10,61,1,0,2,3,3,1,2,68,True,False,False,True,False,True,False,True,True,False,False,True,False
27,64,3,1,8,58,2,2,3,3,1,3,3,66,False,True,False,True,False,True,False,True,True,False,False,True,False
28,94,2,3,7,80,2,3,1,3,4,3,3,75,False,True,False,True,False,True,False,True,True,False,False,False,True
24,89,2,3,8,61,2,1,1,3,3,3,1,72,True,False,False,True,False,True,False,True,True,False,False,False,True
19,84,3,1,7,85,2,1,3,2,3,1,1,68,False,True,True,False,False,True,False,True,True,False,False,True,False
21,93,2,2,6,56,2,1,1,2,3,1,1,68,False,True,False,True,False,True,True,False,True,False,False,False,True
27,76,1,3,8,67,2,1,2,2,4,1,1,69,False,True,False,True,False,True,False,True,True,False,False,False,True
15,69,2,2,7,89,2,1,1,3,2,2,2,63,True,False,False,True,False,True,False,True,True,False,True,False,False
22,80,2,3,10,92,2,0,2,3,2,1,1,70,True,False,False,True,False,True,False,True,True,False,False,False,True
18,82,1,2,6,67,1,1,3,1,3,3,2,66,False,True,True,False,False,True,False,True,True,False,False,False,True
20,82,1,1,8,60,2,3,2,3,4,1,2,66,False,True,False,True,False,True,False,True,True,False,False,False,True
28,83,2,3,6,98,2,1,1,3,2,3,2,72,False,True,True,False,True,False,False,True,True,False,False,True,False
21,98,1,2,6,88,2,1,2,1,3,3,1,71,False,True,False,True,True,False,False,True,True,False,False,True,False
20,96,3,2,4,90,2,3,1,2,2,2,1,72,False,True,True,False,True,False,False,True,True,False,False,True,False
12,95,2,2,8,61,3,4,3,3,1,2,1,69,False,True,True,False,True,False,False,True,True,False,False,True,False
24,92,1,3,6,71,1,2,1,3,2,1,1,71,False,True,False,True,False,True,False,True,True,False,False,False,True
24,98,2,1,9,53,2,3,3,1,2,3,3,69,False,True,True,False,True,False,False,True,True,False,True,False,False
33,64,3,2,8,55,2,1,2,3,3,2,2,68,True,False,False,True,True,False,False,True,True,False,False,True,False
18,71,1,1,7,61,1,2,1,2,4,2,1,61,False,True,False,True,False,True,False,True,True,False,True,False,False
21,80,2,3,5,65,3,2,2,1,1,3,2,68,False,True,True,False,True,False,False,True,True,False,False,True,False
21,94,3,2,8,100,1,0,1,2,3,3,1,72,False,True,False,True,False,True,False,True,True,False,False,True,False
29,80,2,2,6,71,2,0,2,2,3,2,2,70,True,False,False,True,False,True,False,True,True,False,False,False,True
19,90,3,2,5,85,3,0,2,3,5,3,1,73,True,False,True,False,False,True,False,True,True,False,False,False,True
22,66,2,3,8,95,1,3,2,2,3,1,2,67,True,False,True,False,True,False,False,True,True,False,False,False,True
24,70,2,3,5,62,2,2,1,2,4,2,1,65,False,True,True,False,True,False,False,True,False,True,True,False,False
21,89,2,2,4,57,2,1,3,2,2,1,1,68,True,False,True,False,True,False,False,True,True,False,False,False,True
17,67,1,3,9,62,3,3,2,2,3,1,1,65,False,True,False,True,False,True,False,True,True,False,False,False,True
26,71,3,1,4,83,1,1,2,2,3,2,2,66,False,True,False,True,False,True,False,True,True,False,True,False,False
14,74,3,3,6,73,3,2,2,2,3,1,1,67,True,False,True,False,False,True,False,True,True,False,False,True,False
21,88,3,2,6,91,2,2,3,2,1,1,2,70,True,False,False,True,True,False,False,True,True,False,False,True,False
16,75,3,2,9,62,2,3,1,2,4,1,2,66,True,False,False,True,False,True,False,True,True,False,False,False,True
27,82,2,3,5,62,1,1,1,3,4,1,2,69,True,False,True,False,False,True,False,True,True,False,False,True,False
11,64,3,2,5,78,1,2,1,3,4,2,2,62,False,True,True,False,False,True,False,True,True,False,False,True,False
17,92,2,1,8,90,3,1,3,1,3,1,1,68,False,True,False,True,False,True,False,True,True,False,True,False,False
22,75,2,3,6,63,1,1,1,2,2,2,1,67,False,True,False,True,False,True,False,True,True,False,False,False,True
29,86,2,2,7,61,2,0,2,2,4,1,3,68,True,False,False,True,False,True,False,True,True,False,True,False,False
20,89,3,2,6,74,2,1,1,3,2,1,2,69,False,True,True,False,False,True,False,True,True,False,False,True,False
17,68,2,2,10,57,2,1,3,2,1,1,2,62,True,False,True,False,False,True,False,True,False,True,False,False,True
31,95,3,2,5,87,2,2,1,2,3,3,2,75,False,True,False,True,False,True,False,True,True,False,False,True,False
11,85,2,2,7,79,1,2,3,1,3,1,1,65,False,True,False,True,True,False,False,True,True,False,False,False,True
7,77,3,2,9,76,2,2,2,3,3,2,2,63,False,True,False,True,True,False,False,True,True,False,True,False,False
